Date,EZA
2011-09-21,507.252
2011-09-22,472.619
2011-09-23,462.755
2011-09-26,470.717
2011-09-27,503.153
2011-09-28,496.994
2011-09-29,481.232
2011-09-30,476.850
2011-10-3,468.559
2011-10-4,452.421
2011-10-5,467.777
2011-10-6,472.725
2011-10-7,487.629
2011-10-10,496.630
2011-10-11,490.280
2011-10-12,502.686
2011-10-13,490.111
2011-10-14,495.787
2011-10-17,492.473
2011-10-18,486.441
2011-10-19,493.756
2011-10-20,473.550
2011-10-21,486.877
2011-10-24,498.606
2011-10-25,504.830
2011-10-26,499.226
2011-10-27,527.547
2011-10-28,536.505
2011-10-31,516.735
2011-11-1,496.542
2011-11-2,513.157
2011-11-3,523.077
2011-11-4,515.101
2011-11-7,521.120
2011-11-8,527.776
2011-11-9,509.235
2011-11-10,510.055
2011-11-11,519.865
2011-11-14,514.748
2011-11-15,506.415
2011-11-16,508.126
2011-11-17,505.278
2011-11-18,493.413
2011-11-21,475.302
2011-11-22,474.261
2011-11-23,462.739
2011-11-24,471.874
2011-11-25,466.787
2011-11-28,484.010
2011-11-29,481.224
2011-11-30,517.169
2011-12-1,515.301
2011-12-2,517.442
2011-12-5,522.497
2011-12-6,515.401
2011-12-7,517.652
2011-12-8,508.931
2011-12-9,512.443
2011-12-12,498.212
2011-12-13,494.992
2011-12-14,477.985
2011-12-15,482.788
2011-12-16,485.191
2011-12-19,481.072
2011-12-20,489.418
2011-12-21,486.921
2011-12-22,496.630
2011-12-23,502.356
2011-12-26,502.356
2011-12-27,502.356
2011-12-28,500.395
2011-12-29,498.281
2011-12-30,505.882
2012-01-2,505.882
2012-01-3,516.167
2012-01-4,508.318
2012-01-5,501.528
2012-01-6,509.396
2012-01-9,508.196
2012-01-10,512.437
2012-01-11,508.670
2012-01-12,513.949
2012-01-13,507.132
2012-01-16,516.775
2012-01-17,522.592
2012-01-18,527.790
2012-01-19,534.615
2012-01-20,532.991
2012-01-23,536.179
2012-01-24,530.164
2012-01-25,521.304
2012-01-26,545.610
2012-01-27,546.199
2012-01-30,536.456
2012-01-31,544.880
2012-02-1,560.668
2012-02-2,567.487
2012-02-3,569.967
2012-02-6,563.613
2012-02-7,562.046
2012-02-8,567.205
2012-02-9,568.342
2012-02-10,551.555
2012-02-13,556.676
2012-02-14,553.990
2012-02-15,554.493
2012-02-16,542.597
2012-02-17,552.768
2012-02-20,558.905
2012-02-21,556.537
2012-02-22,553.531
2012-02-23,559.436
2012-02-24,569.742
2012-02-27,563.683
2012-02-28,574.629
2012-02-29,583.551
2012-03-1,583.415
2012-03-2,577.587
2012-03-5,571.385
2012-03-6,554.914
2012-03-7,555.804
2012-03-8,569.593
2012-03-9,574.593
2012-03-12,568.310
2012-03-13,573.326
2012-03-14,564.829
2012-03-15,568.110
2012-03-16,566.104
2012-03-19,569.256
2012-03-20,561.001
2012-03-21,559.155
2012-03-22,549.529
2012-03-23,551.631
2012-03-26,560.660
2012-03-27,567.411
2012-03-28,556.712
2012-03-29,549.523
2012-03-30,555.962
2012-04-2,563.199
2012-04-3,563.607
2012-04-4,539.128
2012-04-5,545.152
2012-04-6,545.152
2012-04-9,541.106
2012-04-10,529.736
2012-04-11,532.805
2012-04-12,537.981
2012-04-13,534.583
2012-04-16,531.418
2012-04-17,544.626
2012-04-18,547.619
2012-04-19,544.354
2012-04-20,549.625
2012-04-23,538.572
2012-04-24,545.916
2012-04-25,547.594
2012-04-26,552.594
2012-04-27,555.143
2012-04-30,557.761
2012-05-1,558.723
2012-05-2,557.544
2012-05-3,558.987
2012-05-4,552.579
2012-05-7,549.204
2012-05-8,535.098
2012-05-9,524.362
2012-05-10,533.815
2012-05-11,531.964
2012-05-14,515.828
2012-05-15,509.324
2012-05-16,512.587
2012-05-17,508.116
2012-05-18,504.531
2012-05-21,504.684
2012-05-22,514.216
2012-05-23,493.885
2012-05-24,505.700
2012-05-25,503.003
2012-05-28,505.771
2012-05-29,514.602
2012-05-30,495.098
2012-05-31,497.073
2012-06-1,495.498
2012-06-4,503.956
2012-06-5,506.286
2012-06-6,518.516
2012-06-7,523.600
2012-06-8,511.416
2012-06-11,510.140
2012-06-12,512.250
2012-06-13,521.388
2012-06-14,514.902
2012-06-15,519.667
2012-06-18,528.467
2012-06-19,539.317
2012-06-20,543.419
2012-06-21,532.363
2012-06-22,516.381
2012-06-25,508.981
2012-06-26,509.977
2012-06-27,513.374
2012-06-28,502.370
2012-06-29,521.387
2012-07-2,521.184
2012-07-3,531.642
2012-07-4,527.456
2012-07-5,535.269
2012-07-6,525.355
2012-07-9,521.650
2012-07-10,528.561
2012-07-11,520.840
2012-07-12,507.961
2012-07-13,518.838
2012-07-16,522.193
2012-07-17,521.407
2012-07-18,530.386
2012-07-19,529.405
2012-07-20,523.570
2012-07-23,506.255
2012-07-24,506.156
2012-07-25,512.315
2012-07-26,525.541
2012-07-27,542.717
2012-07-30,544.758
2012-07-31,537.027
2012-08-1,540.099
2012-08-2,534.079
2012-08-3,555.285
2012-08-6,557.287
2012-08-7,553.683
2012-08-8,550.913
2012-08-9,556.007
2012-08-10,558.581
2012-08-13,549.970
2012-08-14,552.376
2012-08-15,548.677
2012-08-16,551.588
2012-08-17,538.465
2012-08-20,538.465
2012-08-21,550.892
2012-08-22,541.736
2012-08-23,546.258
2012-08-24,540.040
2012-08-27,541.514
2012-08-28,536.220
2012-08-29,536.984
2012-08-30,525.490
2012-08-31,531.112
2012-09-3,535.290
2012-09-4,531.737
2012-09-5,527.299
2012-09-6,544.881
2012-09-7,551.498
2012-09-10,548.146
2012-09-11,549.316
2012-09-12,533.835
2012-09-13,536.459
2012-09-14,552.908
2012-09-17,552.691
2012-09-18,553.609
2012-09-19,553.320
2012-09-20,547.719
2012-09-21,554.277
2012-09-24,552.521
2012-09-25,557.953
2012-09-26,543.342
2012-09-27,550.724
2012-09-28,550.606
2012-10-1,549.607
2012-10-2,545.841
2012-10-3,537.346
2012-10-4,532.992
2012-10-5,524.209
2012-10-8,503.112
2012-10-9,508.340
2012-10-10,516.854
2012-10-11,521.953
2012-10-12,527.947
2012-10-15,517.640
2012-10-16,528.961
2012-10-17,540.610
2012-10-18,534.540
2012-10-19,530.165
2012-10-22,535.636
2012-10-23,521.398
2012-10-24,525.346
2012-10-25,529.366
2012-10-26,531.316
2012-10-29,531.283
2012-10-30,536.561
2012-10-31,533.767
2012-11-1,538.270
2012-11-2,537.593
2012-11-5,541.659
2012-11-6,546.378
2012-11-7,547.204
2012-11-8,542.554
2012-11-9,540.324
2012-11-12,539.293
2012-11-13,538.745
2012-11-14,525.978
2012-11-15,520.827
2012-11-16,522.220
2012-11-19,532.005
2012-11-20,527.984
2012-11-21,522.046
2012-11-22,526.021
2012-11-23,528.696
2012-11-26,529.792
2012-11-27,530.904
2012-11-28,524.792
2012-11-29,535.402
2012-11-30,528.482
2012-12-3,528.933
2012-12-4,531.491
2012-12-5,536.768
2012-12-6,546.336
2012-12-7,546.124
2012-12-10,548.297
2012-12-11,550.924
2012-12-12,553.758
2012-12-13,554.240
2012-12-14,554.802
2012-12-17,559.536
2012-12-18,565.281
2012-12-19,571.954
2012-12-20,573.047
2012-12-21,568.320
2012-12-24,567.887
2012-12-25,567.887
2012-12-26,569.607
2012-12-27,580.552
2012-12-28,582.268
2012-12-31,580.682
2013-01-1,580.682
2013-01-2,586.702
2013-01-3,585.353
2013-01-4,583.221
2013-01-7,583.805
2013-01-8,580.940
2013-01-9,581.481
2013-01-10,575.156
2013-01-11,565.604
2013-01-14,565.932
2013-01-15,553.630
2013-01-16,553.204
2013-01-17,555.590
2013-01-18,552.672
2013-01-21,555.253
2013-01-22,553.976
2013-01-23,543.850
2013-01-24,547.021
2013-01-25,552.609
2013-01-28,541.578
2013-01-29,546.116
2013-01-30,538.934
2013-01-31,547.860
2013-02-1,553.555
2013-02-4,552.058
2013-02-5,560.387
2013-02-6,552.347
2013-02-7,556.999
2013-02-8,560.489
2013-02-11,558.422
2013-02-12,554.824
2013-02-13,559.466
2013-02-14,560.702
2013-02-15,557.150
2013-02-18,551.968
2013-02-19,553.082
2013-02-20,550.894
2013-02-21,543.345
2013-02-22,542.736
2013-02-25,549.871
2013-02-26,546.890
2013-02-27,539.899
2013-02-28,536.721
2013-03-1,537.931
2013-03-4,531.481
2013-03-5,542.985
2013-03-6,539.759
2013-03-7,537.333
2013-03-8,544.324
2013-03-11,546.035
2013-03-12,540.131
2013-03-13,531.933
2013-03-14,534.631
2013-03-15,530.653
2013-03-18,530.739
2013-03-19,523.453
2013-03-20,524.665
2013-03-21,522.181
2013-03-22,515.564
2013-03-25,519.401
2013-03-26,527.439
2013-03-27,518.252
2013-03-28,524.192
2013-03-29,524.192
2013-04-1,523.702
2013-04-2,523.415
2013-04-3,514.992
2013-04-4,511.961
2013-04-5,508.614
2013-04-8,515.494
2013-04-9,522.113
2013-04-10,531.039
2013-04-11,531.759
2013-04-12,522.096
2013-04-15,499.388
2013-04-16,503.745
2013-04-17,497.176
2013-04-18,498.482
2013-04-19,503.963
2013-04-22,496.944
2013-04-23,504.048
2013-04-24,507.038
2013-04-25,518.195
2013-04-26,512.353
2013-04-29,522.925
2013-04-30,520.667
2013-05-1,517.229
2013-05-2,529.729
2013-05-3,535.399
2013-05-6,530.597
2013-05-7,527.555
2013-05-8,536.909
2013-05-9,536.987
2013-05-10,531.045
2013-05-13,531.418
2013-05-14,531.429
2013-05-15,531.012
2013-05-16,534.666
2013-05-17,525.492
2013-05-20,512.025
2013-05-21,514.502
2013-05-22,512.803
2013-05-23,504.633
2013-05-24,506.941
2013-05-27,508.121
2013-05-28,506.081
2013-05-29,496.355
2013-05-30,491.517
2013-05-31,492.587
2013-06-3,487.919
2013-06-4,496.444
2013-06-5,478.041
2013-06-6,470.628
2013-06-7,477.999
2013-06-10,466.764
2013-06-11,455.517
2013-06-12,460.749
2013-06-13,466.450
2013-06-14,473.056
2013-06-17,476.167
2013-06-18,478.754
2013-06-19,479.983
2013-06-20,449.638
2013-06-21,446.691
2013-06-24,442.049
2013-06-25,446.183
2013-06-26,454.618
2013-06-27,466.520
2013-06-28,482.437
2013-07-1,488.700
2013-07-2,488.458
2013-07-3,468.839
2013-07-4,480.268
2013-07-5,460.540
2013-07-8,463.028
2013-07-9,471.956
2013-07-10,470.395
2013-07-11,482.151
2013-07-12,489.708
2013-07-15,493.230
2013-07-16,490.335
2013-07-17,494.699
2013-07-18,492.297
2013-07-19,485.783
2013-07-22,490.210
2013-07-23,495.603
2013-07-24,495.370
2013-07-25,493.076
2013-07-26,487.862
2013-07-29,492.687
2013-07-30,497.002
2013-07-31,493.926
2013-08-1,496.920
2013-08-2,499.827
2013-08-5,500.419
2013-08-6,495.868
2013-08-7,496.179
2013-08-8,500.718
2013-08-9,505.039
2013-08-12,508.646
2013-08-13,502.846
2013-08-14,507.392
2013-08-15,497.699
2013-08-16,505.738
2013-08-19,492.370
2013-08-20,493.815
2013-08-21,490.475
2013-08-22,491.222
2013-08-23,495.138
2013-08-26,494.615
2013-08-27,484.692
2013-08-28,477.025
2013-08-29,480.350
2013-08-30,487.242
2013-09-2,489.589
2013-09-3,485.054
2013-09-4,487.051
2013-09-5,494.304
2013-09-6,505.171
2013-09-9,506.339
2013-09-10,514.146
2013-09-11,520.857
2013-09-12,526.771
2013-09-13,525.268
2013-09-16,531.268
2013-09-17,536.075
2013-09-18,526.128
2013-09-19,549.498
2013-09-20,532.966
2013-09-23,535.108
2013-09-24,534.443
2013-09-25,537.157
2013-09-26,527.869
2013-09-27,524.261
2013-09-30,520.691
2013-10-1,522.461
2013-10-2,524.595
2013-10-3,526.479
2013-10-4,529.690
2013-10-7,528.893
2013-10-8,525.474
2013-10-9,517.814
2013-10-10,529.179
2013-10-11,532.229
2013-10-14,530.539
2013-10-15,538.894
2013-10-16,549.854
2013-10-17,550.512
2013-10-18,555.089
2013-10-21,554.789
2013-10-22,561.790
2013-10-23,554.615
2013-10-24,553.102
2013-10-25,548.776
2013-10-28,553.330
2013-10-29,552.388
2013-10-30,555.036
2013-10-31,545.503
2013-11-1,534.539
2013-11-4,533.768
2013-11-5,526.476
2013-11-6,529.691
2013-11-7,527.705
2013-11-8,517.325
2013-11-11,514.402
2013-11-12,516.929
2013-11-13,509.617
2013-11-14,515.260
2013-11-15,527.451
2013-11-18,533.298
2013-11-19,526.016
2013-11-20,533.406
2013-11-21,521.821
2013-11-22,521.421
2013-11-25,525.981
2013-11-26,514.084
2013-11-27,514.737
2013-11-28,520.254
2013-11-29,523.622
2013-12-2,516.780
2013-12-3,502.836
2013-12-4,494.809
2013-12-5,501.338
2013-12-6,513.914
2013-12-9,515.332
2013-12-10,514.128
2013-12-11,511.832
2013-12-12,494.357
2013-12-13,500.819
2013-12-16,500.527
2013-12-17,507.307
2013-12-18,507.670
2013-12-19,511.312
2013-12-20,518.205
2013-12-23,523.347
2013-12-24,521.969
2013-12-25,521.969
2013-12-26,520.886
2013-12-27,521.585
2013-12-30,529.139
2013-12-31,529.320
2014-01-1,529.320
2014-01-2,524.462
2014-01-3,519.944
2014-01-6,513.907
2014-01-7,518.545
2014-01-8,510.440
2014-01-9,500.577
2014-01-10,509.068
2014-01-13,512.442
2014-01-14,507.210
2014-01-15,507.992
2014-01-16,506.556
2014-01-17,509.169
2014-01-20,510.291
2014-01-21,511.912
2014-01-22,514.030
2014-01-23,508.879
2014-01-24,492.731
2014-01-27,479.246
2014-01-28,486.721
2014-01-29,475.046
2014-01-30,473.951
2014-01-31,475.559
2014-02-3,470.682
2014-02-4,471.593
2014-02-5,467.486
2014-02-6,479.797
2014-02-7,480.357
2014-02-10,481.884
2014-02-11,485.040
2014-02-12,492.466
2014-02-13,487.081
2014-02-14,500.812
2014-02-17,508.985
2014-02-18,507.429
2014-02-19,509.383
2014-02-20,497.521
2014-02-21,504.345
2014-02-24,512.924
2014-02-25,517.175
2014-02-26,511.817
2014-02-27,518.007
2014-02-28,519.501
2014-03-3,514.172
2014-03-4,521.755
2014-03-5,527.521
2014-03-6,537.618
2014-03-7,534.023
2014-03-10,529.105
2014-03-11,529.873
2014-03-12,522.725
2014-03-13,524.577
2014-03-14,523.897
2014-03-17,526.017
2014-03-18,530.359
2014-03-19,524.212
2014-03-20,512.682
2014-03-21,515.677
2014-03-24,521.580
2014-03-25,531.326
2014-03-26,539.721
2014-03-27,538.716
2014-03-28,548.185
2014-03-31,549.686
2014-04-1,552.003
2014-04-2,548.096
2014-04-3,544.236
2014-04-4,547.955
2014-04-7,543.657
2014-04-8,552.358
2014-04-9,552.280
2014-04-10,561.871
2014-04-11,549.903
2014-04-14,547.242
2014-04-15,538.670
2014-04-16,541.452
2014-04-17,551.023
2014-04-18,551.023
2014-04-21,550.196
2014-04-22,549.485
2014-04-23,546.160
2014-04-24,546.584
2014-04-25,546.380
2014-04-28,547.499
2014-04-29,548.865
2014-04-30,546.099
2014-05-1,548.607
2014-05-2,556.439
2014-05-5,549.805
2014-05-6,551.297
2014-05-7,553.004
2014-05-8,565.545
2014-05-9,561.226
2014-05-12,565.915
2014-05-13,570.617
2014-05-14,578.155
2014-05-15,569.172
2014-05-16,568.674
2014-05-19,574.778
2014-05-20,570.588
2014-05-21,572.416
2014-05-22,578.562
2014-05-23,583.652
2014-05-26,578.359
2014-05-27,567.523
2014-05-28,564.458
2014-05-29,570.367
2014-05-30,556.137
2014-06-2,555.204
2014-06-3,552.738
2014-06-4,550.002
2014-06-5,553.964
2014-06-6,566.410
2014-06-9,562.501
2014-06-10,567.308
2014-06-11,563.319
2014-06-12,569.290
2014-06-13,565.941
2014-06-16,566.737
2014-06-17,561.870
2014-06-18,563.176
2014-06-19,574.589
2014-06-20,572.568
2014-06-23,573.469
2014-06-24,577.581
2014-06-25,569.470
2014-06-26,570.331
2014-06-27,568.579
2014-06-30,571.455
2014-07-1,572.314
2014-07-2,574.496
2014-07-3,570.464
2014-07-4,571.442
2014-07-7,569.605
2014-07-8,574.656
2014-07-9,575.617
2014-07-10,568.487
2014-07-11,571.545
2014-07-14,574.868
2014-07-15,575.597
2014-07-16,581.915
2014-07-17,578.893
2014-07-18,577.131
2014-07-21,574.680
2014-07-22,585.482
2014-07-23,591.139
2014-07-24,591.397
2014-07-25,588.646
2014-07-28,591.513
2014-07-29,593.914
2014-07-30,581.562
2014-07-31,576.475
2014-08-1,577.696
2014-08-4,584.434
2014-08-5,580.400
2014-08-6,573.814
2014-08-7,570.099
2014-08-8,576.675
2014-08-11,590.621
2014-08-12,592.526
2014-08-13,595.277
2014-08-14,590.719
2014-08-15,584.810
2014-08-18,587.412
2014-08-19,590.142
2014-08-20,585.121
2014-08-21,588.749
2014-08-22,584.588
2014-08-25,586.041
