Date,EWT
2011-06-29,297.512
2011-06-30,302.295
2011-07-1,305.049
2011-07-4,307.042
2011-07-5,306.339
2011-07-6,308.105
2011-07-7,305.298
2011-07-8,305.036
2011-07-11,301.338
2011-07-12,294.332
2011-07-13,294.705
2011-07-14,295.061
2011-07-15,297.032
2011-07-18,294.222
2011-07-19,294.294
2011-07-20,301.618
2011-07-21,301.965
2011-07-22,303.946
2011-07-25,301.072
2011-07-26,305.698
2011-07-27,306.236
2011-07-28,303.724
2011-07-29,298.355
2011-08-1,301.183
2011-08-2,297.290
2011-08-3,291.896
2011-08-4,286.406
2011-08-5,270.627
2011-08-8,261.052
2011-08-9,258.382
2011-08-10,267.878
2011-08-11,267.463
2011-08-12,263.862
2011-08-15,271.115
2011-08-16,269.876
2011-08-17,267.679
2011-08-18,262.812
2011-08-19,253.313
2011-08-22,252.755
2011-08-23,260.973
2011-08-24,259.367
2011-08-25,256.203
2011-08-26,257.920
2011-08-29,262.731
2011-08-30,265.128
2011-08-31,269.108
2011-09-1,270.397
2011-09-2,269.601
2011-09-5,262.094
2011-09-6,254.776
2011-09-7,261.048
2011-09-8,261.328
2011-09-9,263.211
2011-09-12,263.211
2011-09-13,252.950
2011-09-14,246.426
2011-09-15,251.892
2011-09-16,258.877
2011-09-19,254.219
2011-09-20,253.232
2011-09-21,254.547
2011-09-22,242.624
2011-09-23,234.039
2011-09-26,227.576
2011-09-27,236.133
2011-09-28,238.955
2011-09-29,239.643
2011-09-30,240.682
2011-10-3,232.493
2011-10-4,233.006
2011-10-5,231.571
2011-10-6,236.166
2011-10-7,239.383
2011-10-10,239.383
2011-10-11,246.952
2011-10-12,246.054
2011-10-13,248.536
2011-10-14,245.977
2011-10-17,251.485
2011-10-18,247.100
2011-10-19,247.321
2011-10-20,242.178
2011-10-21,242.513
2011-10-24,251.117
2011-10-25,252.024
2011-10-26,253.306
2011-10-27,254.229
2011-10-28,258.165
2011-10-31,257.143
2011-11-1,256.571
2011-11-2,255.586
2011-11-3,249.645
2011-11-4,256.251
2011-11-7,256.135
2011-11-8,255.333
2011-11-9,254.231
2011-11-10,244.621
2011-11-11,247.435
2011-11-14,253.377
2011-11-15,251.936
2011-11-16,248.275
2011-11-17,248.543
2011-11-18,242.878
2011-11-21,237.014
2011-11-22,235.522
2011-11-23,228.533
2011-11-24,229.492
2011-11-25,226.728
2011-11-28,230.955
2011-11-29,234.153
2011-11-30,232.823
2011-12-1,243.769
2011-12-2,241.955
2011-12-5,240.423
2011-12-6,235.367
2011-12-7,238.795
2011-12-8,237.155
2011-12-9,233.258
2011-12-12,235.611
2011-12-13,233.752
2011-12-14,233.913
2011-12-15,227.409
2011-12-16,228.351
2011-12-19,223.753
2011-12-20,225.057
2011-12-21,236.612
2011-12-22,236.506
2011-12-23,241.096
2011-12-26,240.240
2011-12-27,239.945
2011-12-28,239.237
2011-12-29,239.895
2011-12-30,239.749
2012-01-2,235.725
2012-01-3,239.536
2012-01-4,240.785
2012-01-5,242.644
2012-01-6,242.265
2012-01-9,241.548
2012-01-10,245.867
2012-01-11,246.721
2012-01-12,247.517
2012-01-13,247.619
2012-01-16,243.375
2012-01-17,247.917
2012-01-18,248.387
2012-01-19,248.698
2012-01-20,248.433
2012-01-23,248.433
2012-01-24,248.433
2012-01-25,248.433
2012-01-26,248.433
2012-01-27,248.433
2012-01-30,256.799
2012-01-31,261.314
2012-02-1,260.854
2012-02-2,265.680
2012-02-3,266.050
2012-02-6,265.392
2012-02-7,266.341
2012-02-8,272.256
2012-02-9,273.991
2012-02-10,270.298
2012-02-13,271.412
2012-02-14,270.238
2012-02-15,274.955
2012-02-16,269.922
2012-02-17,271.263
2012-02-20,272.965
2012-02-21,271.548
2012-02-22,274.096
2012-02-23,271.324
2012-02-24,272.856
2012-02-27,272.856
2012-02-28,272.856
2012-02-29,280.737
2012-03-1,279.104
2012-03-2,279.555
2012-03-5,273.596
2012-03-6,272.143
2012-03-7,270.334
2012-03-8,273.446
2012-03-9,274.524
2012-03-12,271.337
2012-03-13,275.751
2012-03-14,278.858
2012-03-15,278.475
2012-03-16,275.726
2012-03-19,276.632
2012-03-20,273.804
2012-03-21,274.349
2012-03-22,277.157
2012-03-23,277.623
2012-03-26,272.727
2012-03-27,276.259
2012-03-28,277.063
2012-03-29,272.197
2012-03-30,274.468
2012-04-2,272.112
2012-04-3,270.101
2012-04-4,270.101
2012-04-5,265.739
2012-04-6,267.577
2012-04-9,263.595
2012-04-10,264.341
2012-04-11,264.926
2012-04-12,265.362
2012-04-13,270.101
2012-04-16,268.161
2012-04-17,262.920
2012-04-18,263.874
2012-04-19,264.793
2012-04-20,260.470
2012-04-23,260.005
2012-04-24,260.816
2012-04-25,262.995
2012-04-26,262.127
2012-04-27,261.477
2012-04-30,263.004
2012-05-1,263.004
2012-05-2,268.755
2012-05-3,267.792
2012-05-4,268.569
2012-05-7,261.653
2012-05-8,261.942
2012-05-9,258.971
2012-05-10,259.575
2012-05-11,256.831
2012-05-14,255.701
2012-05-15,255.790
2012-05-16,248.459
2012-05-17,254.166
2012-05-18,246.386
2012-05-21,248.431
2012-05-22,251.360
2012-05-23,245.976
2012-05-24,245.117
2012-05-25,243.002
2012-05-28,245.547
2012-05-29,252.690
2012-05-30,248.964
2012-05-31,249.789
2012-06-1,241.264
2012-06-4,233.127
2012-06-5,237.334
2012-06-6,239.368
2012-06-7,241.080
2012-06-8,237.281
2012-06-11,242.422
2012-06-12,239.799
2012-06-13,240.415
2012-06-14,239.931
2012-06-15,243.028
2012-06-18,248.117
2012-06-19,247.906
2012-06-20,250.294
2012-06-21,247.456
2012-06-22,244.753
2012-06-25,242.670
2012-06-26,241.439
2012-06-27,243.486
2012-06-28,243.113
2012-06-29,248.368
2012-07-2,250.121
2012-07-3,253.142
2012-07-4,252.674
2012-07-5,251.030
2012-07-6,250.168
2012-07-9,247.104
2012-07-10,244.751
2012-07-11,244.733
2012-07-12,239.492
2012-07-13,238.721
2012-07-16,238.227
2012-07-17,239.924
2012-07-18,236.832
2012-07-19,241.133
2012-07-20,241.773
2012-07-23,235.670
2012-07-24,234.786
2012-07-25,232.493
2012-07-26,232.712
2012-07-27,239.115
2012-07-30,240.226
2012-07-31,245.158
2012-08-1,244.928
2012-08-2,244.928
2012-08-3,242.664
2012-08-6,245.981
2012-08-7,246.640
2012-08-8,246.828
2012-08-9,251.527
2012-08-10,251.324
2012-08-13,250.984
2012-08-14,252.733
2012-08-15,251.877
2012-08-16,252.323
2012-08-17,250.994
2012-08-20,250.029
2012-08-21,253.565
2012-08-22,252.527
2012-08-23,253.300
2012-08-24,251.625
2012-08-27,251.485
2012-08-28,247.693
2012-08-29,248.907
2012-08-30,248.485
2012-08-31,249.836
2012-09-3,252.349
2012-09-4,252.320
2012-09-5,248.698
2012-09-6,247.469
2012-09-7,252.198
2012-09-10,254.827
2012-09-11,255.657
2012-09-12,259.166
2012-09-13,259.148
2012-09-14,267.480
2012-09-17,268.841
2012-09-18,267.256
2012-09-19,269.661
2012-09-20,265.946
2012-09-21,268.622
2012-09-24,268.415
2012-09-25,267.292
2012-09-26,264.557
2012-09-27,265.588
2012-09-28,267.842
2012-10-1,266.003
2012-10-2,267.995
2012-10-3,266.724
2012-10-4,266.863
2012-10-5,267.295
2012-10-8,264.383
2012-10-9,263.159
2012-10-10,263.159
2012-10-11,257.984
2012-10-12,258.355
2012-10-15,258.035
2012-10-16,259.954
2012-10-17,260.331
2012-10-18,260.207
2012-10-19,257.734
2012-10-22,256.400
2012-10-23,254.901
2012-10-24,254.163
2012-10-25,252.833
2012-10-26,249.549
2012-10-29,248.915
2012-10-30,251.652
2012-10-31,251.471
2012-11-1,251.649
2012-11-2,252.900
2012-11-5,252.058
2012-11-6,253.857
2012-11-7,256.369
2012-11-8,255.357
2012-11-9,257.577
2012-11-12,257.035
2012-11-13,252.122
2012-11-14,252.888
2012-11-15,251.771
2012-11-16,250.257
2012-11-19,250.918
2012-11-20,252.114
2012-11-21,250.371
2012-11-22,251.186
2012-11-23,259.625
2012-11-26,262.427
2012-11-27,263.430
2012-11-28,263.158
2012-11-29,265.555
2012-11-30,269.553
2012-12-3,269.629
2012-12-4,269.451
2012-12-5,271.176
2012-12-6,270.187
2012-12-7,271.635
2012-12-10,270.087
2012-12-11,270.708
2012-12-12,273.606
2012-12-13,276.139
2012-12-14,273.515
2012-12-17,270.358
2012-12-18,270.752
2012-12-19,271.671
2012-12-20,268.591
2012-12-21,265.693
2012-12-24,266.078
2012-12-25,269.743
2012-12-26,269.495
2012-12-27,270.077
2012-12-28,271.983
2012-12-31,271.983
2013-01-1,271.983
2013-01-2,275.478
2013-01-3,277.787
2013-01-4,276.125
2013-01-7,273.685
2013-01-8,272.390
2013-01-9,272.928
2013-01-10,276.247
2013-01-11,276.520
2013-01-14,276.812
2013-01-15,274.155
2013-01-16,271.660
2013-01-17,269.625
2013-01-18,274.061
2013-01-21,273.409
2013-01-22,274.401
2013-01-23,273.520
2013-01-24,271.307
2013-01-25,269.894
2013-01-28,267.886
2013-01-29,271.054
2013-01-30,272.309
2013-01-31,272.634
2013-02-1,272.043
2013-02-4,275.252
2013-02-5,273.998
2013-02-6,275.705
2013-02-7,275.131
2013-02-8,274.059
2013-02-11,274.059
2013-02-12,274.059
2013-02-13,274.059
2013-02-14,274.059
2013-02-15,274.059
2013-02-18,276.027
2013-02-19,277.039
2013-02-20,280.334
2013-02-21,276.699
2013-02-22,276.164
2013-02-25,275.488
2013-02-26,272.764
2013-02-27,273.710
2013-02-28,273.710
2013-03-1,276.613
2013-03-4,272.100
2013-03-5,275.004
2013-03-6,276.024
2013-03-7,275.941
2013-03-8,277.766
2013-03-11,277.503
2013-03-12,276.417
2013-03-13,276.812
2013-03-14,275.308
2013-03-15,273.895
2013-03-18,269.494
2013-03-19,270.527
2013-03-20,268.411
2013-03-21,268.294
2013-03-22,267.177
2013-03-25,269.786
2013-03-26,269.574
2013-03-27,271.118
2013-03-28,269.552
2013-03-29,271.418
2013-04-1,270.990
2013-04-2,271.455
2013-04-3,272.612
2013-04-4,272.612
2013-04-5,272.612
2013-04-8,264.858
2013-04-9,263.858
2013-04-10,265.140
2013-04-11,269.796
2013-04-12,268.076
2013-04-15,265.869
2013-04-16,267.706
2013-04-17,267.618
2013-04-18,266.645
2013-04-19,273.501
2013-04-22,275.167
2013-04-23,273.292
2013-04-24,276.512
2013-04-25,277.644
2013-04-26,278.050
2013-04-29,279.599
2013-04-30,282.373
2013-05-1,282.373
2013-05-2,283.278
2013-05-3,283.913
2013-05-6,285.159
2013-05-7,285.307
2013-05-8,290.851
2013-05-9,291.565
2013-05-10,289.005
2013-05-13,285.987
2013-05-14,285.942
2013-05-15,286.987
2013-05-16,288.707
2013-05-17,287.269
2013-05-20,288.091
2013-05-21,289.021
2013-05-22,289.569
2013-05-23,281.604
2013-05-24,281.505
2013-05-27,284.929
2013-05-28,282.817
2013-05-29,285.010
2013-05-30,281.494
2013-05-31,282.148
2013-06-3,279.112
2013-06-4,279.706
2013-06-5,279.959
2013-06-6,276.611
2013-06-7,278.008
2013-06-10,279.400
2013-06-11,276.870
2013-06-12,276.870
2013-06-13,270.600
2013-06-14,271.582
2013-06-17,273.169
2013-06-18,273.169
2013-06-19,273.046
2013-06-20,267.844
2013-06-21,263.922
2013-06-24,260.565
2013-06-25,258.081
2013-06-26,262.824
2013-06-27,267.457
2013-06-28,275.647
2013-07-1,273.578
2013-07-2,272.823
2013-07-3,268.198
2013-07-4,267.775
2013-07-5,272.165
2013-07-8,266.205
2013-07-9,269.768
2013-07-10,272.049
2013-07-11,279.437
2013-07-12,280.694
2013-07-15,281.688
2013-07-16,281.549
2013-07-17,280.992
2013-07-18,277.384
2013-07-19,271.112
2013-07-22,272.425
2013-07-23,277.087
2013-07-24,276.686
2013-07-25,275.703
2013-07-26,275.581
2013-07-29,272.615
2013-07-30,275.858
2013-07-31,273.647
2013-08-1,271.128
2013-08-2,272.387
2013-08-5,274.061
2013-08-6,269.905
2013-08-7,265.718
2013-08-8,264.956
2013-08-9,263.161
2013-08-12,264.788
2013-08-13,268.089
2013-08-14,266.527
2013-08-15,264.133
2013-08-16,265.801
2013-08-19,264.408
2013-08-20,262.534
2013-08-21,262.534
2013-08-22,261.482
2013-08-23,264.122
2013-08-26,265.031
2013-08-27,262.439
2013-08-28,263.140
2013-08-29,266.294
2013-08-30,270.765
2013-09-2,272.477
2013-09-3,273.987
2013-09-4,273.811
2013-09-5,276.681
2013-09-6,276.317
2013-09-9,278.420
2013-09-10,280.479
2013-09-11,279.872
2013-09-12,280.051
2013-09-13,277.524
2013-09-16,281.872
2013-09-17,281.406
2013-09-18,278.931
2013-09-19,278.931
2013-09-20,278.931
2013-09-23,283.780
2013-09-24,283.830
2013-09-25,282.188
2013-09-26,278.646
2013-09-27,280.831
2013-09-30,277.942
2013-10-1,278.885
2013-10-2,279.906
2013-10-3,286.899
2013-10-4,286.524
2013-10-7,284.546
2013-10-8,286.640
2013-10-9,285.914
2013-10-10,285.914
2013-10-11,286.620
2013-10-14,284.038
2013-10-15,287.531
2013-10-16,285.095
2013-10-17,286.808
2013-10-18,289.775
2013-10-21,288.893
2013-10-22,289.566
2013-10-23,288.727
2013-10-24,289.041
2013-10-25,286.006
2013-10-28,288.543
2013-10-29,288.752
2013-10-30,290.517
2013-10-31,290.261
2013-11-1,287.873
2013-11-4,286.825
2013-11-5,283.271
2013-11-6,284.011
2013-11-7,283.944
2013-11-8,282.055
2013-11-11,279.294
2013-11-12,279.565
2013-11-13,275.848
2013-11-14,277.018
2013-11-15,278.387
2013-11-18,279.519
2013-11-19,282.463
2013-11-20,279.305
2013-11-21,274.776
2013-11-22,275.478
2013-11-25,277.867
2013-11-26,280.622
2013-11-27,282.441
2013-11-28,284.469
2013-11-29,285.841
2013-12-2,286.268
2013-12-3,284.963
2013-12-4,286.006
2013-12-5,284.245
2013-12-6,283.745
2013-12-9,287.180
2013-12-10,287.286
2013-12-11,287.121
2013-12-12,283.729
2013-12-13,283.756
2013-12-16,281.358
2013-12-17,283.069
2013-12-18,281.603
2013-12-19,282.997
2013-12-20,281.750
2013-12-23,283.126
2013-12-24,282.276
2013-12-25,282.823
2013-12-26,283.676
2013-12-27,285.632
2013-12-30,289.507
2013-12-31,289.934
2014-01-1,289.934
2014-01-2,288.467
2014-01-3,284.709
2014-01-6,282.696
2014-01-7,281.787
2014-01-8,283.379
2014-01-9,281.460
2014-01-10,282.861
2014-01-13,284.614
2014-01-14,284.055
2014-01-15,286.155
2014-01-16,287.332
2014-01-17,287.019
2014-01-20,287.969
2014-01-21,286.255
2014-01-22,287.282
2014-01-23,285.772
2014-01-24,286.445
2014-01-27,279.441
2014-01-28,279.975
2014-01-29,280.382
2014-01-30,280.382
2014-01-31,280.382
2014-02-3,280.382
2014-02-4,280.382
2014-02-5,271.443
2014-02-6,273.245
2014-02-7,276.330
2014-02-10,276.091
2014-02-11,277.358
2014-02-12,280.771
2014-02-13,279.270
2014-02-14,282.148
2014-02-17,283.130
2014-02-18,283.721
2014-02-19,284.091
2014-02-20,281.518
2014-02-21,284.270
2014-02-24,281.991
2014-02-25,282.715
2014-02-26,283.953
2014-02-27,285.166
2014-02-28,285.166
2014-03-3,283.823
2014-03-4,281.625
2014-03-5,284.766
2014-03-6,288.578
2014-03-7,290.228
2014-03-10,287.676
2014-03-11,288.812
2014-03-12,287.665
2014-03-13,290.793
2014-03-14,288.417
2014-03-17,288.465
2014-03-18,289.334
2014-03-19,287.096
2014-03-20,282.330
2014-03-21,281.506
2014-03-24,283.306
2014-03-25,286.068
2014-03-26,287.949
2014-03-27,289.290
2014-03-28,290.467
2014-03-31,293.131
2014-04-1,295.030
2014-04-2,297.210
2014-04-3,295.887
2014-04-4,295.887
2014-04-7,296.157
2014-04-8,297.271
2014-04-9,299.522
2014-04-10,301.511
2014-04-11,300.233
2014-04-14,297.971
2014-04-15,300.470
2014-04-16,299.843
2014-04-17,300.161
2014-04-18,301.793
2014-04-21,300.422
2014-04-22,300.718
2014-04-23,300.208
2014-04-24,300.683
2014-04-25,295.587
2014-04-28,297.345
2014-04-29,299.810
2014-04-30,296.615
2014-05-1,296.615
2014-05-2,299.889
2014-05-5,299.909
2014-05-6,301.317
2014-05-7,300.957
2014-05-8,302.164
2014-05-9,300.949
2014-05-12,297.539
2014-05-13,298.538
2014-05-14,301.651
2014-05-15,301.827
2014-05-16,302.283
2014-05-19,302.467
2014-05-20,302.083
2014-05-21,300.919
2014-05-22,305.104
2014-05-23,306.483
2014-05-26,307.192
2014-05-27,307.972
2014-05-28,310.834
2014-05-29,310.007
2014-05-30,308.299
2014-06-2,308.299
2014-06-3,310.525
2014-06-4,309.916
2014-06-5,310.644
2014-06-6,310.660
2014-06-9,311.928
2014-06-10,314.819
2014-06-11,314.815
2014-06-12,313.276
2014-06-13,312.734
2014-06-16,312.714
2014-06-17,314.619
2014-06-18,315.841
2014-06-19,317.591
2014-06-20,315.642
2014-06-23,315.070
2014-06-24,315.204
2014-06-25,314.840
2014-06-26,318.366
2014-06-27,318.503
2014-06-30,322.580
2014-07-1,324.535
2014-07-2,328.197
2014-07-3,329.871
2014-07-4,329.586
2014-07-7,330.156
2014-07-8,330.325
2014-07-9,328.879
2014-07-10,331.798
2014-07-11,329.989
2014-07-14,329.859
2014-07-15,331.467
2014-07-16,327.778
2014-07-17,323.550
2014-07-18,323.294
2014-07-21,325.127
2014-07-22,327.244
2014-07-23,327.244
2014-07-24,328.134
2014-07-25,324.306
2014-07-28,323.370
2014-07-29,323.572
2014-07-30,325.316
2014-07-31,318.591
2014-08-1,316.621
2014-08-4,320.443
2014-08-5,312.782
2014-08-6,314.462
2014-08-7,314.682
2014-08-8,313.233
2014-08-11,315.881
2014-08-12,316.132
2014-08-13,318.638
2014-08-14,319.646
2014-08-15,319.149
2014-08-18,317.541
2014-08-19,321.193
2014-08-20,323.557
2014-08-21,322.392
2014-08-22,326.713
2014-08-25,326.137
